#EventTime	EventOrigin_x	EventOrigin_y	EventDestination_x	EventDestination_y
1242.074214	43	92	24	83
1244.392858	24	83	11	75
1248.4817	11	75	16	97
1249.650558	16	97	16	58
1251.293899	16	58	5	58
1252.44869	5	58	19	28
1253.752182	81	72	0	0
1275.426443	100	100	66	17
1280.748332	14	12	34	83
1281.222551	34	83	14	12
1281.383761	86	88	44	18
1286.246814	56	82	35	44
1289.07982	35	44	28	6
1290.951892	28	6	31	38
1294.109053	31	38	30	67
1296.644665	30	67	34	96
1299.231399	34	96	37	85
1302.73492	37	85	43	52
1306.03568	43	52	22	33
1307.145908	22	33	52	26
1311.043791	52	26	57	4
1313.313744	57	4	74	37
1314.050146	74	37	86	51
1314.710868	26	63	14	49
1318.931168	14	49	39	10
1325.134132	39	10	30	14
1327.407742	30	14	35	2
1329.934437	35	2	35	17
1331.318683	35	17	12	32
1334.292392	12	32	93	93
1338.415308	7	7	7	7
1339.014851	93	93	93	93
1340.395005	7	7	76	0
1341.200729	93	93	24	100
1359.047867	24	100	87	87
1360.582512	87	87	52	74
1360.599891	13	13	48	26
1361.626143	48	26	14	12
1362.610875	52	74	86	88
1363.275605	14	12	28	28
1363.569635	86	88	72	72
1365.753936	72	72	72	72
1366.286208	28	28	28	28
1366.313253	28	28	21	20
1367.060884	72	72	79	80
1367.253234	21	20	43	51
1368.237119	79	80	57	49
1369.744493	57	49	97	98
1369.907653	3	2	43	72
1371.565608	57	28	75	25
1375.564075	75	25	76	19
1378.154663	76	19	79	68
1382.17397	79	68	100	15
1410.012159	0	0	66	85
1413.079778	66	85	69	60
1413.316383	34	15	31	40
1415.448625	31	40	23	55
1416.901143	23	55	30	84
1422.82538	30	84	98	99
1425.107702	98	99	79	91
1426.41662	21	9	7	24
1431.382241	7	24	53	49
1434.579645	47	51	99	98
1436.984058	99	98	74	52
1439.39645	74	52	100	100
1464.845801	0	0	14	84
1466.946381	14	84	14	54
1471.131076	14	54	70	74
1473.580222	30	26	34	24
1478.951482	34	24	10	49
1481.659416	10	49	21	75
1484.030912	21	75	35	78
1488.059926	35	78	27	47
1490.702826	27	47	30	8
1494.832164	30	8	26	44
1496.909195	26	44	41	37
1501.705914	41	37	36	8
1503.081294	36	8	48	2
1504.705182	48	2	75	5
1505.496564	25	95	34	100
1532.292792	60	0	74	8
1533.769466	74	8	72	1
1534.695706	72	1	87	86
1535.762776	13	14	13	14
1535.892083	87	86	87	86
1536.251441	13	14	27	66
1536.691648	87	86	73	34
1539.504399	73	34	77	79
1543.487864	77	79	86	39
1544.265264	6	52	14	61
1548.793398	14	61	26	83
1549.958601	26	83	39	69
1553.134644	39	69	39	97
1555.06607	39	97	73	61
1558.244668	27	39	34	27
1560				
1562.851977	34	27	15	73
1566.443525	15	73	7	57
1571.512583	7	57	20	58
1575.416786	20	58	55	74
1576.940205	45	26	45	13
1577.301353	55	74	55	87
1578.587121	45	13	65	33
1581.310611	65	33	62	36
1582.693325	62	36	47	62
1587.197428	47	62	50	94
1589.328844	50	94	65	78
1592.180571	65	78	57	90
1592.231342	35	22	43	10
1594.203524	57	90	54	93
1594.352393	43	10	46	7
1597.096631	46	7	43	10
1601.394931	47	94	89	84
1605.272161	11	16	0	14
1628.763472	100	100	91	63
1631.169266	9	37	24	9
1635.60583	76	91	90	43
1637.517546	90	43	0	0
1670.154769	10	64	71	44
1672.178713	71	44	66	25
1674.734265	34	75	38	78
1675.032693	66	25	62	22
1678.298773	38	78	34	75
1709.177774	72	26	98	87
1713.776479	2	13	0	0
1714.632225	98	87	100	100
1736.589116	0	0	3	3
1741.327568	97	97	8	19
1745.30764	8	19	40	10
1746.306856	60	90	68	95
1748.297939	68	95	70	71
1749.320978	70	71	70	84
1749.46576	70	84	69	80
1752.34607	69	80	70	94
1754.260833	70	94	63	66
1756.326448	63	66	34	76
1761.745016	34	76	28	52
1768.95699	28	52	99	91
1788.72279	100	100	21	70
1790.709936	21	70	22	93
1792.606719	22	93	74	73
1795.47233	74	73	87	86
1795.929273	13	14	20	49
1796.997905	87	86	80	51
1798.165648	20	49	0	0
1953.920434	13	54	74	92
1958.328399	74	92	67	77
1958.345951	26	8	33	23
1959.05784	67	77	69	63
1959.598022	69	63	79	68
1960.184567	21	32	16	42
1961.581619	16	42	54	49
1963.563973	46	51	47	54
1964.57359	54	49	53	46
1966.698598	53	46	54	49
1970.105782	49	52	55	10
1973.722525	55	10	66	52
1976.624631	66	52	72	95
1980				
1981.65879	72	95	87	55
1983.747425	13	45	16	8
1985.500689	16	8	35	5
1986.360127	65	95	59	82
1988.931667	59	82	76	92
1991.273204	76	92	56	87
1993.488357	56	87	66	76
1994.218786	66	76	70	94
1994.463274	70	94	7	7
2000.240657	7	7	65	99
2000.450345	93	93	35	1
2000.790959	65	99	70	98
2001.649823	30	2	36	0
2014.02135	68	100	89	93
2015.758893	89	93	88	97
2017.48288	12	3	6	0
2033.15601	93	100	93	72
2035.04471	7	28	14	29
2036.565839	14	29	24	16
2038.305291	76	84	67	79
2038.309504	24	16	33	21
2039.087201	67	79	63	77
2039.810113	33	21	37	23
2041.148048	63	77	66	100
2062.742657	31	0	61	8
2064.214217	39	92	49	100
2088.176016	31	0	56	7
2089.472431	44	93	44	95
2089.621149	56	7	56	5
2090.514204	56	5	65	25
2092.729994	35	75	10	65
2096.121545	10	65	33	86
2099.17751	33	86	33	98
2100				
2100.799095	33	98	31	95
2102.534461	69	5	69	0
2114.53969	31	100	66	92
2116.708271	66	92	69	77
2117.189277	34	8	31	23
2117.661705	69	77	47	83
2118.33861	47	83	46	37
2123.465002	46	37	77	72
2126.382179	23	28	32	5
2129.84471	32	5	23	4
2131.385851	23	4	31	2
2132.401721	69	98	67	99
2132.969559	31	2	33	1
2137.948432	67	99	69	98
2152.618871	29	1	74	10
2155.467462	26	90	31	77
2156.391429	31	77	10	65
2159.431173	10	65	46	57
2161.72949	54	43	74	65
2162.865953	26	35	29	34
2163.392971	74	65	71	66
2166.496865	29	34	33	30
2166.699774	71	66	67	70
2166.976174	33	30	36	25
2168.710356	36	25	22	7
2170.425853	22	7	38	31
2174.145234	38	31	35	59
2179.102054	35	59	31	36
2181.297893	31	36	61	32
2184.538557	61	32	88	46
2188.369294	12	54	31	10
2195.532126	31	10	33	19
2196.576937	33	19	40	2
2199.225545	40	2	48	2
2200.659448	48	2	99	96
2200.704993	52	98	1	4
2204.218254	99	96	72	6
2204.222731	28	94	34	77
2206.87888	34	77	28	46
2211.827151	28	46	29	11
2214.026871	29	11	28	40
2216.855295	28	40	38	81
2219.066199	38	81	66	77
2220.98049	34	23	31	22
2223.362108	31	22	22	50
2226.394354	22	50	24	64
2227.941994	24	64	43	67
2233.092936	43	67	72	5
2239.175705	72	5	72	21
2241.753805	72	21	69	22
2242.969426	69	22	70	26
2243.596378	30	74	12	13
2243.83928	88	87	99	97
2244.551957	12	13	1	3
2245.366424	99	97	61	46
2245.865684	39	54	37	65
2246.108247	37	65	37	51
2248.091096	37	51	37	49
2250.938866	37	49	44	71
2254.672091	44	71	34	96
2256.970193	34	96	30	73
2259.649173	30	73	31	33
2262.690817	31	33	47	14
2262.852262	47	14	31	36
2268.742172	31	36	40	26
2268.979057	40	26	66	23
2271.107032	66	23	92	8
2275.282611	92	8	91	31
2276.764183	91	31	89	60
2277.011102	89	60	0	0
2279.480184	8	52	6	55
2279.798887	94	45	96	44
2280.035414	6	55	4	56
2281.33252	4	56	0	68
2305.866806	100	0	95	54
2307.966804	95	54	100	1
2308.549286	5	46	0	99
2326.272366	100	1	95	37
2327.929733	5	63	3	66
2328.813814	95	37	97	34
2329.605938	97	34	0	0
2332.003434	2	59	0	86
2348.691985	100	0	97	39
2350.495314	97	39	89	9
2350.714725	3	61	11	91
2354.901342	89	9	3	2
2356.181464	97	98	7	49
2356.224055	93	51	0	0
2400				
2414.811646	100	100	64	8
2417.959865	36	92	55	85
2418.234144	64	8	45	15
2418.50592	55	85	76	93
2419.141828	34	21	24	7
2420.48814	76	93	66	79
2421.188362	66	79	76	81
2423.369638	24	19	6	37
2425.389897	6	37	54	22
2428.693145	46	78	42	76
2429.247716	54	22	58	24
2431.474509	58	24	54	22
2433.009607	33	75	35	20
2435.216708	35	20	48	50
2437.5335	48	50	47	22
2439.224486	47	22	83	37
2442.117377	17	63	7	65
2442.52009	83	37	93	35
2443.592637	7	65	13	42
2458.889207	13	42	49	34
2461.40581	49	34	65	26
2462.971095	65	26	67	25
2463.735501	35	74	33	75
2467.562244	33	75	35	74
2475.951316	65	19	71	17
2476.816741	71	17	75	19
2478.841838	75	19	65	20
2480.344353	65	20	68	25
2480.416719	35	80	32	75
2482.772926	32	75	34	34
2485.925891	34	34	59	29
2487.500435	59	29	51	40
2487.917437	51	40	52	6
2491.239629	52	6	57	32
2495.956622	57	32	66	96
2501.394051	66	96	59	66
2503.41259	59	66	57	51
2504.071509	57	51	52	30
2506.604053	52	30	63	5
2509.60503	63	5	13	14
2512.355851	87	86	8	85
2512.863215	13	14	92	15
2513.466178	92	15	90	41
2514.525463	10	59	18	84
2515.379358	18	84	28	57
2518.551955	72	43	77	46
2519.145517	28	57	23	54
2520.235097	23	54	69	54
2520.660906	31	46	70	45
2520.791703	70	45	79	47
2522.329939	21	53	50	19
2525.358107	50	81	66	83
2530.420391	66	83	57	97
2530.441025	57	97	3	3
2532.322126	97	97	34	7
2533.496664	34	7	31	2
2534.165601	31	2	93	93
2535.967849	93	93	41	5
2536.19234	7	7	59	95
2539.453227	59	95	7	7
2569.840691	44	11	69	4
2572.798816	69	4	74	2
2574.148764	74	2	77	12
2576.365559	77	12	75	4
2579.607395	75	4	79	23
2581.182949	79	23	75	29
2582.524107	75	29	80	28
2583.363173	80	28	84	31
2584.999337	84	31	100	100
2606.209101	0	0	68	73
2609.383774	68	73	75	91
2609.992281	32	27	25	9
2612.343742	25	9	98	97
2616.112512	98	97	42	0
2636.837859	42	0	53	6
2637.855736	7	6	47	94
2638.333224	53	6	93	94
2639.02015	47	94	7	6
2639.116332	93	94	58	11
2641.576261	42	89	2	3
2641.709242	98	97	60	6
2642.391383	40	94	41	93
2643.291322	59	7	55	0
2648.648852	50	100	7	7
2652.479485	93	93	23	4
2652.995506	7	7	77	96
2654.617059	23	4	38	19
2657.191454	62	81	74	65
2659.203442	74	65	71	43
2660.61284	71	43	65	20
2664.605647	65	20	64	60
2669.379287	64	60	72	96
2673.293488	28	4	34	8
2673.928468	72	96	66	92
2675.351232	66	92	93	47
2675.811531	93	47	92	27
2676.782612	7	53	8	73
2678.993569	8	73	74	95
2689.027182	26	5	22	77
2690.699407	22	77	35	74
2694.767027	35	74	39	94
2698.205386	39	94	29	66
2700.347838	29	66	32	26
2705.782935	32	26	42	45
2709.182907	42	45	49	4
2710.551571	49	4	54	46
2716.160416	54	46	69	22
2718.287644	69	22	69	37
2719.02708	69	37	81	27
2719.992877	19	73	23	68
2721.257705	77	32	97	26
2722.84044	97	26	88	36
2723.951073	88	36	84	33
2725.426663	84	33	0	0
2728.18636	12	59	0	81
2742.246431	100	0	87	48
2745.107682	13	52	33	74
2748.624401	67	26	48	21
2751.319745	52	79	13	56
2756.791839	13	56	70	14
2760.045838	30	86	66	38
2762.57516	66	38	66	37
2762.97496	34	62	83	91
2763.428182	66	37	17	9
2765.038879	17	9	53	31
2765.115623	34	63	47	69
2767.684905	53	31	43	51
2768.124507	43	51	44	21
2770.003595	44	21	52	63
2773.337505	52	63	61	39
2773.806179	48	37	39	61
2776.725952	61	39	15	15
2779.823272	85	85	34	84
2780.529911	15	15	66	16
2782.433618	34	84	70	39
2783.751396	30	61	32	10
2784.904917	70	39	68	90
2789.964746	32	10	45	28
2791.222276	45	28	37	8
2796.720058	37	8	46	20
2798.745026	46	20	26	37
2801.300217	26	37	38	53
2805.396966	38	53	50	23
2808.765893	50	23	64	2
2810.97118	64	2	70	30
2812.628038	70	30	3	2
2813.095101	97	98	34	95
2817.263973	66	5	0	0
2819.149553	26	71	31	91
2821.822949	69	9	52	10
2823.522603	52	10	29	25
2826.960765	29	25	49	31
2827.771404	49	31	64	94
2834.266145	64	94	46	64
2839.874455	46	64	40	31
2845.025229	40	31	63	19
2847.502934	63	19	76	36
2850.205159	76	36	77	33
2853.307335	77	33	67	45
2856.886569	67	45	97	67
2859.952779	97	67	91	67
2861.63058	91	67	88	63
2862.036761	9	33	12	37
2864.730848	12	37	11	30
2865.110662	89	70	0	0
2867.916596	14	33	16	52
2868.943339	84	48	72	91
2869.319623	28	9	11	29
2869.457103	89	71	13	13
2875.642299	13	13	13	13
2875.951942	87	87	87	87
2877.774993	13	13	23	94
2878.466475	87	87	77	6
2884.888402	77	6	81	7
2885.441017	23	94	19	93
2886.031777	19	93	17	94
2887.080349	81	7	83	6
2887.875693	17	94	10	100
2888.231765	83	6	90	0
2904.796332	90	0	91	5
2905.615672	91	5	80	2
2906.523035	20	98	11	97
2906.997316	80	2	89	3
2908.060656	89	3	75	10
2909.056122	75	10	86	24
2911.224032	86	24	81	26
2912.296992	81	26	78	39
2914.567598	78	39	81	83
2917.826816	81	83	93	48
2919.47698	93	48	100	100
2939.503045	8	50	0	0
2.418773	51	51	31	49
4.500363	31	49	91	100
24.068715	17	0	34	10
26.1033	34	10	33	7
26.37616	66	90	67	93
27.432485	67	93	73	86
28.084554	27	14	30	24
28.353818	73	86	70	76
29.037799	30	24	28	16
29.588914	70	76	72	84
30.808741	28	16	30	29
31.204552	72	84	70	71
32.725028	30	29	67	67
34.24419	67	67	32	37
36.410701	32	37	33	67
39.187424	33	67	36	91
41.268547	36	91	26	79
42.918199	26	79	22	82
44.131431	74	21	78	18
45.39383	22	82	12	53
50.711738	12	53	51	7
53.654065	51	7	30	5
54.442645	49	93	70	95
55.973153	70	95	76	80
59.602729	24	20	43	36
62.687973	57	64	63	77
63.807139	63	77	61	72
65.152447	61	72	65	5
71.534056	65	5	70	23
71.877036	70	23	60	26
75.61592	60	26	59	65
77.959137	59	65	66	97
82.404608	66	97	64	89
84.12576	64	89	56	94
87.387455	56	94	64	74
89.167456	36	26	39	24
89.183251	64	74	61	76
92.589521	39	24	36	26
104.663662	45	45	59	12
107.86172	59	12	87	9
110.676053	87	9	83	10
113.347545	13	91	17	90
115.771528	83	10	84	6
116.326734	17	90	16	94
117.831572	16	94	56	81
120.630299	44	19	59	20
122.634505	59	20	47	50
126.604711	47	50	54	95
131.262081	54	95	78	76
132.052353	22	24	43	24
135.770223	57	76	73	69
137.961866	73	69	67	82
138.082871	27	31	33	18
139.135869	67	82	66	67
140.514858	66	67	60	69
141.168825	60	69	45	62
145.149402	45	62	49	48
146.624134	49	48	61	14
150.330844	61	14	62	32
153.491151	62	32	74	41
153.738122	26	59	30	59
153.865007	74	41	70	41
155.646626	30	59	34	55
157.238225	66	45	45	47
157.56916	34	55	55	53
160.137859	45	47	62	93
163.464352	62	93	48	98
165.724852	48	98	33	72
170.000901	33	72	40	40
171.706414	40	40	58	6
176.00769	58	6	83	9
180.429982	17	91	13	100
191.110271	94	0	89	7
193.757855	89	7	73	18
195.872754	73	18	82	71
197.106582	82	71	0	0
199.777443	100	100	18	29
246.155287	77	33	76	52
248.529104	76	52	84	60
249.288165	84	60	81	90
251.313392	81	90	97	87
252.820733	19	10	3	13
254.632942	97	87	0	0
256.029394	8	11	22	19
256.830517	22	19	26	24
258.125244	78	81	74	76
259.321717	26	24	28	35
260.154357	28	35	65	64
260.226321	35	36	74	58
261.273007	26	42	27	38
262.156372	73	62	47	56
264.356019	47	56	62	17
269.134038	62	17	75	11
270.672	75	11	79	14
273.022058	79	14	64	16
276.647017	64	16	98	90
312.930676	100	100	72	51
338.427444	28	49	47	100
346.830559	47	100	46	44
349.912129	46	44	59	12
353.952495	59	12	78	16
356.224563	78	16	67	36
358.820034	67	36	66	95
363.171944	66	95	59	85
365.363423	59	85	72	65
366.926202	72	65	73	52
369.134197	73	52	75	68
370.671794	75	68	74	93
372.211062	74	93	59	76
375.348829	59	76	69	77
376.513989	69	77	55	54
379.091668	55	54	60	42
380.473431	60	42	76	20
383.007047	76	20	45	4
387.197287	45	4	82	11
389.611799	82	11	96	11
390.674971	96	11	93	59
392.894862	7	41	33	90
396.590967	67	10	79	16
400.425582	79	16	97	13
401.494508	97	13	90	36
404.60802	10	64	10	59
407.079627	10	59	4	52
408.084579	4	52	46	76
410.635889	46	76	70	33
411.737875	54	24	30	67
420.034909	30	67	34	29
423.445274	34	29	39	9
425.658055	39	9	41	10
430.133446	41	10	85	11
430.185069	15	89	20	100
451.565697	85	0	88	13
455.362139	88	13	0	0
456.992076	12	82	16	92
459.186161	16	92	20	93
459.568191	84	8	80	7
460.585346	80	7	66	32
463.351925	66	32	71	53
466.774726	71	53	64	29
467.701772	64	29	81	8
471.627841	81	8	82	24
473.174867	82	24	75	16
473.348722	18	76	25	84
474.578466	75	16	71	7
476.287863	71	7	74	45
483.192074	74	45	80	54
483.558156	80	54	83	46
484.157982	17	54	46	52
487.787059	46	52	30	65
488.360348	54	48	70	35
488.494771	30	65	38	36
490.693207	38	36	36	52
491.522289	36	52	36	3
493.726837	36	3	26	22
495.963425	26	22	27	35
496.662862	27	35	7	49
499.747937	7	49	31	85
501.045773	69	15	67	0
501.247925	31	85	33	100
527.096576	33	100	58	79
530.809941	42	21	30	45
532.350091	30	45	40	87
538.460744	40	87	24	69
541.940965	24	69	28	36
545.003817	28	36	41	67
548.530025	41	67	52	50
550.228001	52	50	47	34
551.490412	47	34	45	74
553.756825	45	74	61	96
557.286736	61	96	48	49
562.089155	48	49	94	91
563.071704	94	91	43	48
564.489341	43	48	75	96
566.164621	75	96	62	94
566.860779	62	94	69	72
569.441136	69	72	65	67
571.601481	65	67	76	44
573.73018	76	44	82	7
580.330288	82	7	71	14
582.869312	71	14	88	45
584.408651	12	55	24	29
586.92604	24	29	25	7
587.585497	76	71	75	93
590.960711	75	93	85	100
591.701981	25	7	15	0
601.728703	85	100	85	86
602.038695	85	86	76	97
603.403826	76	97	96	95
605.071183	96	95	92	58
606.966155	8	42	22	38
609.646813	78	62	73	53
610.535722	73	53	74	64
612.563508	74	64	97	23
615.544184	97	23	93	100
643.221961	10	0	58	52
645.689645	58	52	21	16
647.241078	21	16	26	21
647.914323	26	21	26	3
648.883989	26	3	24	4
649.14549	76	96	87	96
651.537583	13	4	37	6
653.61079	37	6	33	22
656.32144	33	22	35	20
657.069845	67	78	65	80
659.509678	65	80	67	78
675.838201	26	70	30	68
677.764736	30	68	32	91
680.957754	32	91	60	100
689.943585	40	0	25	24
692.652227	25	24	43	64
696.555682	43	64	38	31
698.851061	62	69	30	43
698.950955	70	57	71	94
704.30501	29	6	42	34
707.678153	42	34	56	69
710.998148	44	31	89	7
716.036754	89	7	85	13
716.631226	15	87	20	89
717.842063	80	11	77	30
718.217857	20	89	23	70
723.751972	23	70	10	60
725.929778	10	60	24	3
729.569361	24	3	28	34
732.630413	28	34	24	44
734.358749	24	44	38	38
735.707885	38	38	48	43
737.085255	48	43	59	64
740.865766	59	64	90	91
742.798217	90	91	92	51
746.317516	8	49	20	92
749.916822	20	92	25	97
749.993024	80	8	75	3
751.560134	25	97	36	75
752.798271	64	25	70	8
752.994579	30	92	29	100
759.592385	69	0	58	8
761.517013	58	8	57	16
765.490361	57	16	33	28
767.387736	33	28	54	36
769.157244	54	36	60	32
772.689954	40	68	44	72
772.837563	60	32	56	28
775.061461	56	28	54	21
777.738648	54	21	63	39
778.774202	63	39	53	63
782.494202	53	63	64	62
783.562455	64	62	66	53
784.860628	66	53	59	60
785.776299	34	47	41	40
785.788597	41	40	45	31
786.485111	45	31	37	10
790.628837	37	10	36	33
793.403943	36	33	60	24
797.430907	60	24	99	15
828.158551	100	100	34	88
833.661257	34	88	58	66
835.278652	58	66	68	82
839.51411	68	82	95	71
842.414269	5	29	10	34
843.461049	10	34	5	26
845.039955	5	26	34	24
848.681845	66	76	67	74
849.993604	34	24	33	26
853.151079	33	26	34	24
884.343576	71	79	88	56
885.620158	88	56	100	100
886.322397	12	44	0	0
887.692812	0	0	12	44
888.397873	97	60	97	62
889.985604	3	40	3	38
890.125851	97	62	97	60
907.920319	1	42	18	26
910.241136	18	26	29	41
915.190433	29	41	28	68
919.048306	28	68	29	35
924.79618	29	35	37	77
926.732062	37	77	39	91
930.340171	39	91	30	74
933.372055	30	74	33	35
936.043248	33	35	79	10
939.411278	21	90	28	80
939.816484	28	80	19	85
942.356739	19	85	29	68
944.50366	29	68	25	68
945.197856	71	32	75	32
947.654098	75	32	92	9
947.660195	25	68	8	91
954.823114	92	9	0	0
956.077808	10	84	13	62
962.36282	13	62	27	42
965.202963	27	42	34	41
967.288173	34	41	39	74
969.404229	39	74	58	88
973.312387	58	88	59	67
974.782406	59	67	63	64
975.322242	63	64	52	54
977.271303	48	46	48	55
978.943739	48	55	46	30
983.491403	46	30	59	67
985.218909	59	67	54	86
992.033038	54	86	44	74
993.180154	44	74	42	31
998.34907	42	31	70	48
1000.803543	70	48	65	66
1003.238232	65	66	64	80
1004.66445	64	80	57	69
1007.374609	57	69	68	72
1008.898793	68	72	54	48
1010.826958	54	48	69	41
1016.652871	69	41	58	66
1018.097191	58	66	45	43
1022.910456	45	43	49	24
1025.099488	49	24	15	53
1034.761916	15	53	22	39
1037.25157	22	39	13	59
1041.471477	13	59	72	52
1044.184645	28	48	27	54
1044.300979	72	52	73	46
1045.281904	27	54	71	72
1046.196879	71	72	31	49
1048.118145	31	49	27	30
1049.964426	27	30	54	6
1053.051355	54	6	34	5
1053.56671	34	5	77	55
1055.084253	77	55	55	11
1055.120318	46	94	45	89
1057.725748	45	89	23	45
1063.603183	52	13	33	28
1070.249046	33	28	26	23
1072.078581	26	23	38	27
1073.707907	38	27	58	29
1076.003873	58	29	53	45
1077.889295	53	45	62	71
1082.820479	62	71	69	52
1083.978597	69	52	63	51
1084.240489	63	51	74	66
1086.75895	26	34	40	16
1090.056584	40	16	39	25
1090.310439	60	84	61	75
1093.303865	61	75	56	39
1097.373798	56	39	62	6
1100.216161	62	6	54	26
1100.665443	54	26	60	26
1101.23738	60	26	66	22
1103.887147	66	22	36	28
1106.341711	36	28	31	55
1108.439084	31	55	43	79
1110.124665	43	79	47	94
1110.814434	53	6	46	0
1121.325589	58	100	58	67
1124.037505	42	33	36	32
1125.400994	36	32	56	41
1129.058687	56	41	69	61
1130.916949	69	61	89	69
1134.084395	11	31	19	20
1134.343292	89	69	81	80
1138.752359	19	20	62	66
1139.605195	38	34	75	75
1140.435455	25	25	19	30
1141.187635	19	30	33	11
1143.778116	33	11	33	39
1145.047599	33	39	26	33
1147.484599	26	33	41	88
1150.754	41	88	26	76
1151.799079	26	76	47	66
1154.780625	47	66	68	52
1157.591678	68	52	88	78
1159.029541	12	22	19	51
1161.297357	19	51	6	23
1163.789002	6	23	14	5
1165.726003	14	5	20	16
1167.580783	20	16	46	26
1168.016173	46	26	39	25
1169.516382	39	25	59	27
1170.999495	59	27	95	28
1175.016605	95	28	83	92
1181.522811	83	92	65	76
1185.430233	65	76	72	94
1189.222544	72	94	56	94
1191.194996	56	94	74	68
1192.939461	74	68	81	69
1193.111072	81	69	77	75
1194.850744	77	75	85	72
1196.933583	85	72	85	72
1198.018638	85	72	84	11
1202.824206	16	89	21	66
1205.316535	21	66	17	87
1207.09802	17	87	29	71
1210.310116	29	71	38	65
1211.320931	38	65	72	91
1213.932513	72	91	91	83
1216.48815	91	83	86	51
1218.150059	86	51	100	100
1244.849798	0	0	33	35
1249.397235	33	35	31	65
1253.623022	31	65	53	28
1259.067726	53	28	59	46
1260.004776	59	46	53	33
1262.258422	53	33	59	18
1263.951311	59	18	55	32
1265.530199	55	32	55	19
1270.061118	55	19	77	55
1272.041424	23	45	38	52
1272.330973	77	55	62	48
1274.704546	62	48	61	88
1277.300545	61	88	72	78
1278.336133	72	78	62	68
1280.243572	62	68	63	63
1281.89725	63	63	83	11
1285.377483	83	11	73	26
1285.636822	17	89	27	74
1292.183751	27	74	27	72
1293.156585	73	26	73	28
1295.546658	73	28	73	26
1331.441786	27	70	36	29
1334.509629	36	29	32	33
1336.807047	32	33	25	35
1338.604179	25	35	32	48
1341.257254	32	48	88	44
1351.061682	12	56	23	35
1354.246334	23	35	24	9
1358.49331	24	9	56	15
1359.684062	56	15	86	10
1367.388574	86	10	74	8
1369.434372	74	8	63	30
1372.425595	63	30	69	34
1373.538608	69	34	57	88
1380.45315	57	88	63	47
1383.947259	63	47	76	42
1386.013775	76	42	72	42
1386.409805	28	58	28	57
1386.545956	72	42	72	43
1388.45536	28	57	28	58
1427.683092	74	32	88	53
1429.068047	12	47	37	49
1433.246391	63	51	35	45
1436.016484	35	45	41	83
1443.395077	41	83	76	67
1448.050965	24	33	25	9
1451.368944	25	9	68	20
1453.757176	32	80	41	76
1455.392223	41	76	38	96
1455.872982	38	96	26	89
1459.361412	26	89	8	57
1461.05042	8	57	26	37
1465.522848	26	37	29	42
1467.286676	29	42	44	12
1469.370369	44	12	43	32
1475.923422	43	32	56	25
1478.75671	56	25	65	9
1479.744103	65	9	65	12
1480.287125	35	88	33	100
1487.954947	58	0	61	30
1490.075429	61	30	75	46
1490.234873	39	70	25	54
1491.642529	25	54	45	68
1492.903939	45	68	45	69
1493.234056	45	69	40	73
1494.821499	40	73	46	100
1495.08728	60	27	54	0
1512.612338	54	0	53	17
1515.200006	47	83	77	91
1515.665827	23	9	44	10
1516.924759	44	10	48	25
1517.427939	48	25	59	27
1517.763879	41	73	38	64
1518.398856	38	64	41	70
1521.910695	41	70	34	71
1525.582217	34	71	31	45
1526.309268	69	55	89	58
1529.201253	89	58	92	54
1529.599986	11	42	8	46
1531.04736	92	54	0	0
1563.476671	100	100	36	90
1566.551453	36	90	63	82
1568.683945	37	18	27	7
1568.699839	63	82	73	93
1571.75789	27	7	41	7
1572.333692	41	7	30	16
1573.110567	70	84	85	89
1573.967874	30	16	15	11
1573.992994	85	89	74	77
1577.486153	26	23	15	11
1616.070685	70	77	87	52
1616.922797	13	48	13	51
1617.054782	87	52	87	49
1618.312504	87	49	100	100
1627.930617	0	0	28	91
1633.379377	28	91	48	94
1634.499528	48	94	82	73
1636.066552	18	27	21	2
1638.631878	21	2	34	7
1639.637602	34	7	31	20
1640.03858	69	80	70	81
1640.624576	31	20	30	19
1643.346274	70	81	69	80
1672.379166	23	23	71	96
1676.587248	71	96	72	84
1676.775868	28	16	16	14
1677.963731	72	84	84	86
1678.513225	16	14	26	34
1681.953232	74	66	77	70
1683.08513	23	30	36	14
1685.303253	64	86	72	80
1686.944496	72	80	66	82
1687.206318	28	20	34	18
1688.363712	66	82	40	81
1690.735406	40	81	44	70
1692.589492	44	70	57	31
1696.264447	57	31	56	6
1698.529194	56	6	53	41
1703.328318	53	41	61	64
1706.157657	61	64	87	89
1708.059668	87	89	88	57
1710.935411	88	57	100	100
1746.484038	11	46	55	58
1749.123568	45	42	65	89
1749.585052	55	58	35	11
1750.593626	65	89	34	72
1751.690124	34	72	66	42
1754.606418	34	58	43	62
1754.654584	66	42	57	38
1756.27378	57	38	61	39
1756.586418	43	62	39	61
1757.305154	61	39	65	34
1757.919919	35	66	38	72
1758.360608	65	34	62	28
1760.391675	62	28	71	6
1762.791312	71	6	65	20
1765.154762	65	20	67	45
1767.443396	67	45	55	44
1771.388333	55	44	54	32
1772.599254	54	32	62	28
1774.973039	62	28	56	29
1777.246463	56	29	52	7
1780.458843	52	7	39	0
1781.082082	48	93	61	100
1794.381722	39	0	31	5
1797.956938	31	5	28	66
1802.199625	28	66	31	89
1804.004122	31	89	29	65
1805.249208	29	65	21	72
1807.881588	21	72	55	57
1809.969558	55	57	77	78
1810.058544	45	43	23	22
1810.058544	23	22	67	35
1811.669333	67	35	54	23
1814.082357	54	23	55	8
